CapableOf
malfunction	short_circuit
politician	chair_discussion
machine	sort_numbers
person	open_door
orange	taste_sour
hand	fix_zipper
city	number_houses
people	eat_desserts
technician	doing_repairs
new_pilot	fly_solo
director	make_movie
public_law	require_obedience
rain	make_sad
bomb	go_kaboom
vexatious_litigant	paranoid
advertiser	market_product
people	gather_together
sun	heat_air
baker	visit_website
older_child	act_independently
plumber	hand_wrench
bacteria	spread_disease
person	touch_somethin
driver	starting_car
people	eat_chocolate
calm_word	still_dog
lens	bend_stream
anyone	close_window
worried_person	shake_feeling
clumsy_person	drop_items
painter	paint_picture
music	beautifull
survey	number_citizens
comedian	time_joke
person	call_operator
cities	flood
church	welcome_homeless
sailor	board_submarine
sunbathers	sun_themselves
clouds	drop_rain
memory	take_shape
snitch	name_conspirators
cat	enjoy_yogurt
tired_person	rest_up
sheila	dress_herself
people	get_sick
clock	face_doorway
curtains	block_light
person	offer_help
tongue	taste_steak
people	explore_beach
beams	shore_tunnels
people	value_experience
people	feed_themselves
anyone	iron_shirt
dog	open_door
sewer	plant_rice
cats	eat_meat
clumsy_people	drop
anything	matter_to
person	feel_relieved
sheep	group_together
alan	plant_begonias
tube_traveller	mind_gap
operah	welcome_viewers
sneaky_spy	bug_telephone
person	speak_figuratively
servers	stream_audio
headhunter	place_jobseeker
decorator	position_furniture
banker	lend_money
people	make_music
rhetoric	rouse_crowd
sun	heat_ground
human_beings	read_newspapers
policeman	slow_traffic
dolts	state_obvious
creator	name_invention
earthquake	shake_ground
battery	power_camera
mathematician	study_bible
kangaroo	jump_far
databases	keep_information
conquering_troops	raise_flag
child	enjoy_cartoon
atheletes	run_race
cat	mother_kittens
fire	heat_wood
inventor	invent
person	buy_clothes
susan	tear_dress
child	wind_toy
clearasil	clear_acne
people	desire_food
peg	hold_coat
dog	wag_tail
grand_slam	even_score
good_salesman	sell
person	visit_friend
programmers	write_software
magician	surprise_audience
nose	smell_flower
moving	cause_backaches
general	control_army
pasta	streaming_hot
mammal	mate
bladder	full
diner	butter_corn
goods	cost_money
person	shine_car
tearooms	serve_scones
cameras	sense_light
wommen	milk_penis
con_man	blowing_smoke
hair	composted
worker	welcome_weekend
contestants	guess_price
hand	hand
hammer	break_wall
knives	cut_fingers
farmer	plant_tomatoes
butterfly	fly
l_tryptophan	sedating
stenographers	record_spoke
prostitutes	blow_tricks
liar	doctor_records
information	plant_ideas
civilian	report_crime
doctor	prescribe_medicine
listener	like_music
fear	serve_obedience
dog	enter_doghouse
elephants	forget_nothing
secretary	page
person	wet_pants
expert	supply_answer
rescue_workers	direct_traffic
dictionary	supply_definitions
truck	stock_warehouse
older_children	tell_time
terrorist	arm_bomb
two_people	meet_secretly
ship	weather_storm
circuitry	on_board
tranquilizer	quiet_nerves
motorcycles	corner_well
birds	hatch
homes	weather_storms
dogs	spot_squirrels
person	ride_train
possessors	share_possessions
kid	tie_shoe
army	battle_enemies
politicians	state_obvious
person	guard_treasure
dead_things	smell_bad
skunk	spray
person	stand_alone
student	homework
flower	close
flirt	eye_guys
children	kiss_grandparents
entomologist	cup_bug
god	ending_world
chef	butter_pastries
best_team	take_game
quartermaster	supply_troops
everyone	enjoy_art
flies	fly
car	need_petrol
person	act_kindly
teacher	judge_performance
box	hold_stuff
chess_players	ready_pieces
factory	bottle_wine
wrestler	wrestle
deer	fear_hunters
neighbours	get_together
soldier	guard_prisoner
employer	fire_employee
noise	damage_eardrum
jewler	value_jewel
workman	paint_house
first_grader	tie_shoe
tv	blaring
bookie	place_bet
scientiest	think_clearly
cat	trip_owner
bomb	kill
insects_sting	hurt
catcher	catch
dancer	shake_booty
fast_cars	corner_nicely
psychotic_episode	involve_hallucinations
accountants	count_money
tall_trees	conduct_electricity
being_late	anger_person
submarine	bottom_out
sarcastic_comic	needle_audience
airplanes	near_airports
good_person	right_wrong
pumps	fill_tanks
clues	lead_nowhere
attendee	view_wedding
person	stand_erect
cd	store_data
person	rush_job
not_just	bag_elephant
seed	become_plant
teacher	group_students
people	talking_loudly
infidelity	mean_shooting
lover	distance_themselves
professor	time_test
fox	kill_chickens
human	cross_road
people	trek
person	complete_sentence
person	keep_borrowed
person	lend_hand
we	give_object
chef	season_sauce
light_bulb	generate_light
easy_solutions	lower_standards
person	wedge_door
acid	charge_mind
waiter	serve_food
ali	question_teacher
people	cook_food
toolbox	store_tools
chef	butter_bread
birds	pick_berries
business_people	shake_hands
people	push_limits
babies	giggle
bitch	mother_puppies
bee_sting	hurt_child
crack	get_high
lid	cover_bowl
guard	sound_alarm
person	eat_spaghetti
trees	burn
aggrieved	air_grievances
priest	perform_baptism
beautician	wave_hair
animals	get_disease
fans	crowd_stage
university	require_studying
gardener	water_roses
computers	advance_knowledge
customer_support	answering_customers
ali	follow_ahmad
judges	fine_defendants
wise_person	master_tongue
swimmers	wear_swimsuits
arsonist	strike_match
water	wet_towel
person	sort_cards
items	cost_money
getting_clean	improve_image
powder	cloud_water
child	bug_teacher
football_teams	tie_games
officer	captain_ship
customers	return_purchases
near_birthday	drop_hint
paragraph	ending_story
reptoids	head_government
photgrapher	group_subjects
soda_company	bottle_beverages
child	wet_bed
painter	coat_wall
competitor	equal_opponent
time	age
brownies	taste_bad
frightened_man	taste_fear
dog	pet
torch	shine_brightly
forklifts	lift_weights
luxury_items	cost_lot
farmer	farm_wheat
witches	cast_spells
anyone	cross_street
chemists	still_liquids
switches	encode_information
loser	pay_piper
people	man_ship
sri_ganesha	protect_devotees
tape_recorders	record_music
buttons	explode
person	voice_concern
sun	age_skin
glue	dry
large_mountains	block_sunlight
student	fool_teacher
baby_sitter	mind_child
bully	trip_nerd
impurities	cloud_beer
burglars	sound_alarms
cook	prepare_steak
observer	report_news
sherlock_holmes	prove_case
regular	mean_standard
people	gain_money
1	equal_1
person	voice_complaint
bet	double_money
harddrive	position_heads
old	become_new
con_artist	stick_to
prostitute	service_client
bullying	costly
chairperson	head_committee
citizen	vote
handicap	even_odds
paint	blue_metal
in_ground	plant_tree
dogs	males
good_lawyer	answer_charges
medical_doctor	prescribe_medicine
snowploy	clear_street
cat	clean_face
supressed_people	fear_retribution
fights	include_beatings
some	hold_demonstration
animals	eat_spaghetti
something_you	make_progress
rain	fill_well
parent	dress_child
mind	picture_experience
stallion	cover_mare
fish	smell_bas
believer	pray
child	position_block
beard	appear_false
naive_person	fall_for
water	short_circuit
gnat	fly
batter	wind_up
big_boy	dress_himself
overachiever	further_career
drugs	cause_illness
police	arrest
students	better_comprehension
stockboys	box_produce
person	do_nothing
presents	surprise_people
leader	arm_population
trees	grow_tall
speaker	quiet_crowd
adventurous_person	scuba_dive
human	smile
person	borrow_clothes
teacher	answer_questions
riders	ride_rides
buffets_all	eat
animals	bathe
anyone	amount_to
chests	hold_treasures
parrot	say_cracker
vehicle	carry
ball	bounce
dog	bark
fate	separate_lovers
one	section_hair
soldier	fight_enemy
sensitive_person	use_tact
teams	include_women
psycho	heading_cult
at_sea	mean_lost
dog	roll_over
chef	bread_cutlet
burgler	case_house
human	shoulder_backpack
mud	cake_person
water	move_mountains
student	understand_lesson
pianos	require_tuning
spirit	haunt_house
people	believe_stories
politicians	govern_country
rain	wet_things
carbon_dioxide	sublime
stocks	bought
supermodel	turn_heads
cold_weather	slow_liquids
firearms	scare_people
group	crowd_building
pirate	board_ship
children	wet_beds
virtue	right_injustice
feet	stay_still
we	enter_contest
dissident	voice_objection
dog	course_hare
people	crowd_busses
trainer	train_trainees
boss	measure_empolyee
compressed_files	hold_viruses
sleeper	snore
dealer	push_drugs
hairdryer	short_socket
farmer	gather_cropsa
spices	add_flavor
strong_emotions	cloud_judgement
watching_tv	lower_iq
child	listen_story
people	drink_lemonade
mechanics	service_cars
stains	spot_fabric
hunter	hunt_moose
dog	enjoy_food
misunderstandings	cause_disagreements
water	stop_fire
clumsy_people	drop_things
person	understand_question
human	let_down
matador	fight_bull
captain	man_helm
candle	emit_scent
death	surprise_everyone
botanist	group_plants
restaurants	serve_salad
animals	reproduce
child	lift_cup
christian	rationalize_sin
author	ending_story
marketers	market_spam
mud	cake_tires
both	snacks
frogs	leap
patch	fix_leak
carion	smell_bad
anyone	think
expectant_children	cup_hands
items	maim_person
old_people	need_medicine
bridge	bridge_stream
fist	hit_face
person	make_money
thought	produce_depression
auditor	note_irregularities
fbi	bug_house
cough_syrup	better_cold
shopper	list_groceries
secretary	write_letter
knife	cut
dogs	age_fast
hardware_store	stock_nails
lecterns	hold_notes
person	word_sentence
policeman	carrying_gun
rabble_rousers	gather_mob
john	going_out
babies	crying_tears
people	make_lists
teacher	hear_pupils
company	branch_out
child	fly_kite
function	outsourced
antibiotic	prescribed
knife	hurt_dog
pear	eated
hose	wash_car
fencer	practice_lunges
professors	teach_courses
children	awesome
anybody	forget
rich	marry_poor
restaurant_worker	bus_table
people	order_food
drunks	drink_drinks
god	work_miracles
person	need_food
machines	show_wear
ceiling	metaphor
children	share_toys
policaman	fine_driver
person	say_word
ball	rolling_downhill
children	act_up
lubrication	ready_anus
prankster	short_sheet
senator	chair_commitee
worried_mom	voice_concerns
air_compressor	blow_air
eggs	poached
things	go_wrong
humans	live_long
volunteer	step_forward
child	share_toy
wine	age_well
cause	suffer_setback
carpenter	saw_2x4s
gardener	plant_roses
shoeshine_boy	shine_shoes
family	move_house
bagboys	bag_groceries
person	carry_shopping
shrubs	produce_flowers
wine	fill_glass
expert	guide_apprentice
student	beginning_lessons
adults	mother_children
sun	shine_brightly
bellwether	lead_flock
doormen	close_doors
bartender	pour_beer
mindreader	guess_thoughts
lover	return_feeling
dogs	bite
distillery	distill
others	come_along
computers	count_files
computers	produce_sound
romans	speak_latin
person	open_doors
agency	fine_company
people	board_ships
plants	grow_leaves
street_lamp	light_way
ultraviolet	age_skin
humans	violent
malcontent	air_grievences
politicians	advance_agendas
jazz_music	uses_saxophone
cash_advance	advance_cash
author	write_essay
doctor	head_community
dog	mark_tree
mind	form_thought
language_student	gain_proficiency
person	water_garden
person	eat
tourist	plan_trip
mentors	school_children
person	lose_game
ear	become_infected
polic_officer	direct_traffic
teacher	show_video
buffing	fair_surface
mean_guy	salt_wound
people	board_aircraft
ali	mark_location
we	work_out
teacher	question_student
birds	perch
judges	fine_lawyers
t_shirt	express_individuality
politics	spread_ideas
present	surprise_child
possum	cross_road
mills	produce_textiles
cats	drink_water
parent	leave_family
vessel	bottle_water
children	drink_milk
being_thrifty	increase_wealth
hikers	carry_tents
person	form_opinion
gymnest	do_backflip
bell_ringer	hear_tintinnabulations
drugs	make_unconscious
metals	burn
construction_project	near_completion
heat	make_sweat
person	number_objects
fire	heat
collateral	back_loan
kids	view_televisions
place_where	receive_ph.d
trackers	spot_footprints
speaker	field_questions
mold	form_object
money	gain_interest
sun	weather_wood
birthday_child	thank_guests
key	enter_lock
people	believe
renter	sign_lease
clocks	time_race
magazine	reach_readers
servant	serve_master
friends	part_ways
foreman	busy_crew
gardener	plant_tree
talented_marketer	market_product
builder	install_windows
tree	shade_meadow
dogs	hunt_foxes
terrorist	plan_attac
lion	father_cubs
internet_site	time_out
runner	enter_marathon
noise	damage_ears
journalist	begin_story
track_star	run_quickly
loud_noise	surprise_animal
raised_structures	bridge_rivers
fire	warm_hands
former_president	build_house
humans	do_math
sun	kiss_skin
people_vacationing	take_pictures
upset_citizens	voice_complaint
gun	best_sword
couples	enjoy_sex
cops	jump
animals	attack
country	like_president
from_beach	see_ocean
weather	weather_building
ferret	pet
army	mine_battlefield
traders	sell_stocks
murder	cause_death
window_washer	wash_windows
bicycle	stop_short
enemy	die_horribly
key	start_engine
dog	calm_mind
fog	cloud_vision
student	complete_test
child	dare_friends
person	wear_jeans
people	become_disillusioned
chicken	pet
person	judge
chess_player	study_strategy
cook	brown_chicken
detective	nail_criminal
dynamite_explosion	kill_person
bouncer	prevent_passage
computer	list_files
stock	return_dividend
soldiers	kill_traitors
kangaroo	jump_fences
mean	mean_cruel
grandpa	remember_everything
robot	needs_oil
politician	pass_buck
mohammed	move_mountain
company	bottle_beer
people	chair_commitees
pacifier	quiet_baby
great_people	battle_evil
car	head_north
hunters	bagging_ducks
nail	pain_person
we	touch_sky
angry_person	raise_voice
furnace	heat_home
junkie	need_fix
tupperware	store_leftovers
bridge	crossing_river
rich_man	buy_mansion
technician	fix_computer
person	hit_person
things	fall_apart
hot	burn_hand
policeman	eye_criminal
pharmacist	fill_prescription
dumpster	return_empty
everything	touch_everything
blankets	keep_warm
sailors	man_ship
mason	wall_compound
diamonds	last_forever
jimmy	force_dooors
reporters	cover_accident
workers	trade_assignments
antique_dealer	date_vase
freed_bird	fly_away
music	express_emotion
landlord	fill_vacancy
numerate	add_numbers
fish_farmer	farm_salmon
people	eat_fish
police_officer	direct_traffic
fisherman	land_fish
bishop	kill_knight
teacher	enlighten
toddler	take_nap
anyone	pay_cashier
furnace	heat_house
male	kiss_female
brad	fool_irs
impatience	rush_process
jesus	shoulder_cross
horse_owner	shoe_horse
knowledge	seed_ideas
bridge	cross_river
dog	play_fetch
chairman	chair_meeting
samurai_warrior	plan_attack
pundit	debate_politics
animals	sense_environment
radio_stations	airing_payola
mechanic	servicing_airplane
bakers	break_eggs
congress	instruct_people
hackers	gain_access
gas_stove	warm_kitchen
backhoe	fill_ditch
child	voice_opinion
jerked_meat	taste_spicey
hockey_players	shoulder_opponents
skindiver	wear_flippers
penalties	destroy_incentive
marines	board_ship
client	bring_money
bank	charge_interest
schoolchildren	miss_bell
dog	stray
key	open_lock
water	fill_buckets
farrier	shoe_mule
photographs	map
student	order_pizza
operating_system	run_applications
furnace	heat_building
critic	judge_art
oak_tree	shade_lawn
sad_feeling	blue_day
hunters	bone_chicken
therapist	offer_solace
christians	receive_sacraments
input_socket	receive_data
people	form_opinions
decorations	add_atmoshpere
animation	draw_attention
person	tail_person
soft_materials	absorb_sounds
staple_remover	remove_staples
raiad1024	teach_computers
song	make_happy
pig	wallow
people	hunt_game
writer	write_novel
rotten_food	kill_people
consumer	save_money
golfer	drive_ball
dogs	grow
cookie_maker	oil_pan
person	believe_falsehood
children	wet_themselves
navy_seals	move_stealthily
ceo	head_corporation
nose	streaming_snot
anyone	teach_us
seller	feel_neglected
sifters	separate_grain
theatres	show_movies
books	win_prizes
child	close_door
person	lose_temper
people	complete_job
welcome	follows_thank
cat	land_upright
relative	mail_package
dynamite	explode
lady	butter_roll
people	choke
worker	keep_busy
acid	destroy_tissue
janitor	mop_floor
disappointment	kill_enthusiasm
incessant_noise	pain_head
we	return_home
plumber	rush_job
authors	word_passage
duvets	cover_beds
yoda	try
priest	offer_solace
cathartic	cleanse_emotions
investments	gain_returns
irrelevant_issues	cloud_argument
students	amount_to
teacher	explain_world
maggots	eat_carion
computer	list_numbers
murderer	leave_trails
good_rider	break_colt
bribery	advance_career
person	walk_pet
rain	weather_wood
people	serve_chesse
tea	drank
guns	destroy_lives
all_birds	breathe
grocer	price_watermelons
veteran	remember_battle
plastic	burn
countries	govern_citizens
tyler	feel_goose
dog	tear_rug
anyone	can_vegetables
bad_reputation	closing_opportunities
director	showing_screening
living_being	sleep
fire	hurt_trees
national_seashores	allow_hunting
fence	fence_field
sailor	sail_ship
television_station	air_program
wine_glass	bell_out
actor	branch_out
child	fear_dark
awning	shade_porch
drugs	make_addictive
injured_people	suffer_pain
matches	light_fires
people	arm_themselves
lonely_people	use_telephones
bulls	charge_intruders
leonie	head_meeting
lovers	argue
water	include_chlorine
person	iron_laundry
person	man_pump
person	catch_cold
runner	race_runner
children	find_trouble
mozart	do_work
bell	ring_hour
child	fear_monsters
mud	cake_on
mathematician	point_out
philosopher	build_argument
child	demand_food
auto_mechanic	use_tools
tweety	fly
candy	taste_good
reader	turn_page
anyone	find_newspaper
hot_body	light_fire
jonathan	chair_meeting
is	kind_gesture
raw_fish	make_sick
kiruna_stamell	act
fan	cool_person
anyone	chair_meeting
dog	lick_privates
people	feel_emotions
everyone	feel_castigation
people	shout
prostitute	open_legs
strong_emotion	cloud_judgement
people	desire_gems
we	lower_flag
changing_tire	messy_work
elderly_person	cat_childishly
scientist	question_theories
fearful	value_security
money	increase_power
tall_person	reach_high
people	play_instruments
fan	go_crazy
musician	tune_guitar
boxes	hold_things
smoking_tobacco	cause_cancer
policeman	tail_suspect
most_people	think
people	study_physics
people	travel_places
person	race_car
truck	carry_cargo
termites	build_mounds
homeowner	hang_picture
lion_tamer	train_cats
cook	brown_onions
brokers	trading_stocks
lawyers	settle_disputes
dogs	guard_houses
four_people	play_badminton
lie	protect_identity
person	name_star
scorpian	sting
gardeners	use_gloves
boring_days	produce_insomnia
teenagers	drink_coke
humans	lie
conscientious_congress	lower_taxes
gardeners	grow_plants
courier_company	ship_documents
we	experience_appreciation
assistant	sort_mail
child	have_bath
stories	end_abruptly
lecture	about_boats
fireplace	heat_room
trains	accelerate
handsome_man	real_jerk
butterfly	make_landing
river	coursing_downhill
child	take_shower
humans	design_software
callers	ring_doorbell
pitcher	throw_fastball
shopowner	board_windows
oven	bake
battery	charge_electricity
magicians	appear_suddenly
study	bring_understanding
army	storm_fortress
farmers	grow_vegetables
farmer	use_tractor
drugs	wrong_society
sockets	stream_data
rooster	welcome_dawn
child	act_petulantly
solicitor	write_letter
get_book	borrow
tadpole	become_frog
cozy_blanket	provide_comfort
animal	scape_trap
actors	strike_set
geese	guard_house
match	burn_paper
person	butter_toast
salesperson	sell_shoes
schizophrenia	involve_psychosis
do_gooder	wrong_right
blanket	keep_warm
sailer	sail_ship
wolf	mark_territory
deaf_people	hear_nothing
people	bridge_differences
smart_alecs	answer_back
one	state_opinion
athlete	run_marathon
lumberjack	saw_log
assistant	hand_tool
person	live_happily
programmers	seed_list
drunk	drink
camper	pitch_tent
president	govern_country
vexatious_litigant	escalate
dragon	breathe_fire
general	arm_soldiers
humans	listen
donuts	eaten
shortstop	field_grounder
telephone_kiosk	keep_dry
workers	make_cars
flotation_device	save_life
artist	picture_model
batter	miss_ball
tyson	closing_door
lying	anger_friend
fishes	eat_worms
woodsman	guide_tourists
fire	warm_people
grpcer	price_food
realtor	show_house
farmers	grow_corn
joe	father_child
teacher	praise_work
lock	lock
soccer_player	head_ball
purse	hold_cosmetics
departing_traveler	wave_goodbye
pupils	hear_teacher
server	share_resource
car	cost_money
key	free
miser	count_money
duck	mother_ducklings
ferrier	shoe_horses
teen	call_friend
drive	rotate_disk
community	commit_genocide
people	except_presents
dancers	do_twist
electricity	power_television
czar	rule_country
dictator	ruling_country
chef	season_roast
technology	battle_cancer
windows	letter_document
baby	crying_loud
tree	rain_pollen
smoker	smoke
bottle	hold_water
rooster	service_hen
butcher	quarter_ham
tree	provide_shelter
beseiged_managers	circle_wagons
sex	transmit_disease
tellers	count_money
sentry	watch_gates
morphine	quiet_infant
butcher	quarter_duck
pain	anger_animal
we	gather_grapes
government	arm_citizens
boss	fire_everyone
people	choose_object
spy	bug_telephone
superman	fly
shops	closing_down
quack	offer_panacea
boss	control_employee
boat	near_dock
scientist	class_finding
house	burn_down
ice_packs	reduce_pain
thought	answer_questions
carpenters	use_lathes
fish	school_together
spectators	watch_race
bomb	destroy_target
dog	follow_master
fridge	cool_food
radiator	heat_room
hare	race_tortoise
farmers	seed_fields
shoeshiner	shine_shoes
stone	bridge_river
masses_opinion	matter_greatly
elastic	stretch
pain	immobilize
oil	still_water
parents	make_home
merchandiser	stock_wares
vexatious_litigant	aggressive
human	hurt_animal
jumper	spring_up
solid_sustances	break
teachers	mark_papers
person	rest_feet
teachers	begin_class
smoker	light_cigarette
town_crier	shout_news
mom	burn_toast
beaver	build_dam
heater	lower_temperature
roads	get_potholes
grasshoppers	jump_far
villagers	storm_castle
faucet_overflow	become_clouged
fire	burn_tires
person	plant_flowers
sometimes_mice	bell_cat
couple	go_out
wily_fox	fool
ice	form_crystals
string	tie_around
lover	serenade_sweetheart
witness	report_accident
refuse	mean_waste
storm	cool_air
cement	coat_object
cocoon	become_butterfly
firing_blank	start_race
very_patient	suffer_fools
ants	garden_fungi
worker	fence_yard
pedestrian	cross_street
stablehand	water_horses
burglar	surprise_homeowner
jewellery	political_statement
smart_people	use_subway
companies	offer_stock
indigestion	disrupt_sleep
broken_glass	cut_feet
light	touch_things
strong_leader	rule_country
person	wish_luck
air_conditioner	cool_car
couple	see_counselor
worker	bank_paycheck
person	breaking_wind
mold	form_design
lovers	break_up
humans	change_appearance
chimpanzee	hold_baby
forklifts	lift_palettes
passengers	board_plane
artists	letter_signs
knife	butter_bred
person_will	analyze_evidence
we	return_purchase
children	tie_shoelaces
electricity	shock
person	step_out
person	view_picture
poisonous_substances	kill_animals
sergeants	ready_troops
good	fight_evil
lassie	go_home
rulers	govern_subjects
tornadoes	disaster
two_men	parents
judge	sign_warrant
lions	hunt
100_men	row_galley
artist	shade_picture
friend	guard_secret
toys	require_batteries
heating	warm_building
airplanes	enter_hangar
people	age_well
witness	back_defendant
sprinkler	wet_garden
taxpayer	experience_frustration
biker	ride_bike
rat	pet
adult	drink_beer
person	sense_joy
doors	stay_open
animals	lie_down
extremist	head_revolution
something_you	make_agreement
people	sing_tunes
person	eat_sausages
person	face_accuser
garbage	smell_terrible
people	friends
wrestler	enter_ring
cat	mew
elections	divide_opinions
strangers	look_scary
lawyer	present_case
observer	view_event
police	stop_cars
rules	govern_behavior
bussisnessmen	rising_money
wrinkles	date_woman
heart	get_clogged
humans	eat_pussy
ushers	seat_guests
prep_cook	cut_zucchini
inventor	perfect_invention
maitre_d	book_table
enlightened	realise_unatainable
president	field_question
chefs	cook_well
trip	winding_down
fish	swim
realtor	selling_house
prliamentary_procedures	force_vote
parent	question_child
skipper	captain_yacht
hands	press_paper
people	wank_off
pilot	fly
human	hear_sound
cars	pass_bus
painting	picture_tree
project_manager	present_proposal
families	plan_trips
famine	spread_quickly
carpenter	measure_board
money	coming_in
jack	deal_drugs
lead	block_radiation
breasts	feed_babies
cook	salt_stew
gardener	seed_lawn
band_aid	make_better
cat	hunt_mice
mental_illness	change_thoughts
train	slow_down
old_person	forget_facts
tickets	paid_cash
comfort	cause_boredom
stove	heat_pot
tree	shade_lawn
hand	hold_ball
salt	season_food
skin	feel_smooth
cuban	dance_rhumba
carpenter	even_board
child	grow_up
person	train_parrot
person	receive_scholarship
spring	bend_easily
surfer	ride_wave
anyone	try
gymnast	pull_muscle
monkeys	make_faces
hippy	smoke_spliff
suspect	jump_bail
story	near_end
hero	right_injustices
farmer	fence_land
games	competition
sales_clerk	stock_clothing
friends	hang_out
child	touch_apple
repitition	perfect_accuracy
jenny	dress_herself
hot_stove	burn
nun	eat_spam
ruler	guide_lines
knives	hurt
student	fail_test
passengers	board_airplanes
tom	father_child
master	require_obedience
billionaire_playboys	spend_money
careless_john	catch_clap
suicide	follows_rejection
band	include_drummer
sun	dry_wet
charity	offer_help
enemy	storm_castle
person	kiss_person
bob	sign_paper
computer_program	include_dll
criminals	case_victims
senior	list_ailments
fire	emits_light
witness	sign_document
child	mind_parents
partier	paint_town
blacksmith	fix_horseshoe
human	fool_computer
tree	fall_down
radios	sound_loud
animal	eating
band_leader	direct_band
judges	settle_disputes
laundress	blue_wash
meal	include_bread
bulldozer	push_hard
lumberjacks	saw_wood
manual_labourers	wear_overalls
passenger	board_airplane
discontent_people	leave_relationship
dogs	pass_gas
dog_trainer	train_dog
predators	thin_herd
ice	cool_beverage
machines	serve_humanity
shark	circle_swimmer
person	fish_lake
battery_recharger	charge_battery
robots	ruling_humans
student	finishing_test
bottle	store_wine
dictator	take_power
elevator	lift_freight
toys	delight_children
blondes	laugh_backwards
visitor	ring_doorknob
singer	perfect_tone
actress	further_career
fishing_net	catch_sharks
solids	melt
television	show_images
carpenter	plain_board
movie	touch_heart
reader	read_newspaper
theorum	become_fact
child	watch_television
person	meet_maker
priest	drink_coffee
beauty	sun_body
noone	fool_everyone
actor	enter_scene
friend	welcome_friend
drugs	cure_illness
wrench	turn_bolt
popular_speaker	travel_widely
student	finish_exanimation
computers	produce_video
captain	man_vessel
hair	worn_free
mechanic	oil_engine
word	mean_things
mourner	honor_dead
spinner	wind_thread
banker	advance_loan
baby	brown_diaper
policeman	fine_citizen
prices	jump_unexpectedly
mom	press_shirt
humans	get_diseases
armor	stop_bullet
heat_source	keep_warm
neighbor	borrow_spade
actor	wear_costume
queen	rule_country
top	bone_bottom
consumer	return_goods
alive	grow
liquid	flow
virus	mutate
medical_doctor	diagnose
customer_service	increase_profits
locksmith	machine_key
marlon_brando	shout_loudly
hands	touch_wall
traveler	board_buggy
ice_skater	wear_tights
animals	sense_fear
parisians	smoke_cigarettes
robots	work_endlessly
spies	use_cameras
most_people	read
crosscut	saw_wood
roger	train_footballers
author	perfect_manuscript
pharmacists	prepare_compounds
dogs	sense_smells
one	write_check
person	experience_pain
airplanes	carry_freight
people	view_movies
person	eat_banana
fire	creat_smoke
child	question_teacher
children	throw_fits
locksmith	pick_locks
soldier	fire_cannon
activist	raise_consciousness
passenger	board_subway
scientist	measure_variables
lottery_player	win_money
tourist	view_sights
people	lie
animals	drink
people	group_together
engineers	bridge_canyon
folder	separate_papers
aluminum	drop_forged
bus_driver	receive_change
ships	cross_river
toilets	get_clogged
pyromaniac	light_match
children	surprise_parents
pilot	circle_airport
eyes	blue
water	thin_milk
teacher	explain_math
police	catch_thief
parasol	shade_human
barbarian	battle_knight
pee	stink
battery	power_drill
anyone	become_scientist
hands	soft
musician	play_harp
person	drive_van
person	smell_smoke
trains	decelerate
person	fancy_stroll
crank	power_engine
engineer	bridge_river
dishonesty	sell_soul
adding_water	thin_liquid
we	decide_later
child	win_heart
hippy	grow_pot
eating_rotten	make_sick
person	feel_lucky
falls	break_bones
person	receive_letters
gardener	plant_seeds
we	sort_out
guest	bring_wine
drug_dealer	supply_drugs
person	lose_wallet
people	lower_window
babysitter	mind_child
student	forget_fact
trees	fall_down
cook	quarter_pizza
criminal	case_joint
expensive_item	cost_lot
people	fear_snakes
scientist	group_animals
accountant	count_numbers
hands	catch_balls
judge	fine_accused
sentient_beings	choose
astute_person	spot_fraud
flatterer	butter_up
hot_chocolate	heat_person
people	fear_death
airplanes	carry_people
politician	lie
socks	many_colors
students	ask_questions
people	spend_time
athletes	play_sports
illusion	appear_real
lions	share_zebra
bus	seat_capacity
jeweler	weight_gem
people	eat_sandwiches
person	help_person
we	attempt_maneuver
we	study_space
sue	drink_beer
museum_ticket	costs_money
jews	dance_hora
carpenter	true_board
snake	eat_egg
garbage	composted
child	tie_knot
knight	storm_castle
runner	place_third
deaf	guide_blind
service	surprise_customers
contribution	gift
usher	seat_worshiper
people	appear_beautiful
roamer_fears	fence_in
dryer	dry_clothing
pornstar	fuck
salesperson	double_price
beautician	save_face
conductor	lead_orchestra
christian	repent
hero	face_nemisis
sage	season_stuffing
tooth	pain_person
lecher	eye_girl
person	value_relationship
sun	dry_hair
lathe	turn_wood
pesron	carry_person
musicians	suffer_blues
recipient	receive_gift
engine	power_locomotive
rulers	subject_servents
people	smell_perfume
baker	quarter_cake
person	check_temperature
everything	end_happily
child	touch_sky
repairman	spot_problems
toy	delight_child
maids	cleaning_toilets
computers	multitask
children	expect_love
older_person	fear_death
usher	seat_dignitary
hard_materials	reflect_sounds
radioactive_material	cause_cancer
hot_oil	brown_meat
fighter	box_well
pretty_leg	turn_head
forklift	dip_over
chess_player	advance_pawn
music	change_mood
cars	cost_money
meat_cutter	quarter_carcass
gumshield	protect_teeth
grandmothers	garden_carrots
chicken	lay_egg
student	miss_bus
jewler	value_diamond
arguments	persuade
comedians	do_impressions
good_qualifications	advance_career
wax	melt1
kind_man	please_wife
arizonan	take_heat
human	buy_object
burglaries	cause_scares
flyswatter	kill_fly
person	appear_pale
seed	sprout
clubs	offer_discounts
dog	breathe
tourists	view_sites
cook	quarter_pie
pilot	man_vessel
biggest_person	control_remote
priest	baptise
vet	hold_cat
